# Flight Simulation Results - CJ1+ Flatwing
# Route: CA-0485 to KTPA
# Initial Fuel: 3140 lb
# Payload: 500 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# Approach VAPP: 119.0 kts
# Approach VREF: 92.9 kts
# Generated: 2025-11-06 14:01:48
# Original Data Points: 1482
# Sampled Data Points (5-sec intervals): 1482
# Time Range: 0 - 10035 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Segment,Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),VAPP (kts),VREF (kts)
6180,7,40342,584.2,378,194,2,930,929,9301,1551,1339,0.66,0.0,,
6190,7,40343,585.3,378,194,2,930,929,9299,1549,1339,0.66,0.0,,
6200,7,40343,586.3,379,194,2,930,929,9298,1548,1339,0.66,0.0,,
6210,7,40343,587.4,379,194,2,930,929,9296,1546,1339,0.66,0.0,,
6220,7,40344,588.4,379,194,2,930,929,9294,1544,1339,0.66,0.0,,
6230,7,40344,589.5,379,194,2,930,929,9292,1542,1339,0.66,0.0,,
6240,7,40344,590.5,379,194,2,930,929,9290,1540,1339,0.66,0.0,,
6250,7,40345,591.6,379,194,2,930,929,9288,1538,1339,0.66,0.0,,
6260,7,40345,592.6,379,194,2,930,929,9286,1536,1339,0.66,0.0,,
6270,7,40345,593.7,379,194,2,930,929,9285,1535,1339,0.66,0.0,,
6280,7,40346,594.7,379,194,2,930,929,9283,1533,1339,0.66,0.0,,
6290,7,40346,595.8,379,194,2,930,929,9281,1531,1339,0.66,0.0,,
6300,7,40346,596.9,379,194,2,930,929,9279,1529,1339,0.66,0.0,,
6310,7,40347,597.9,379,195,2,930,929,9277,1527,1339,0.66,0.0,,
6320,7,40347,599.0,379,195,2,930,929,9275,1525,1339,0.66,0.0,,
6330,7,40347,600.0,379,195,2,930,929,9273,1523,1339,0.66,0.0,,
6340,7,40348,601.1,379,195,2,930,929,9272,1522,1339,0.66,0.0,,
6350,7,40348,602.1,379,195,2,930,929,9270,1520,1338,0.66,0.0,,
6360,7,40348,603.2,379,195,2,929,929,9268,1518,1338,0.66,0.0,,
6370,7,40349,604.2,379,195,2,929,929,9266,1516,1338,0.66,0.0,,
6380,7,40349,605.3,379,195,2,929,929,9264,1514,1338,0.66,0.0,,
6390,7,40349,606.3,379,195,2,929,929,9262,1512,1338,0.66,0.0,,
6400,7,40350,607.4,379,195,2,929,929,9260,1510,1338,0.661,0.0,,
6410,7,40350,608.4,379,195,2,929,929,9259,1509,1338,0.661,0.0,,
6420,7,40350,609.5,379,195,2,929,929,9257,1507,1338,0.661,0.0,,
6430,7,40350,610.5,379,195,2,929,929,9255,1505,1338,0.661,0.0,,
6440,7,40351,611.6,379,195,2,929,929,9253,1503,1338,0.661,0.0,,
6450,7,40351,612.6,379,195,2,929,929,9251,1501,1338,0.661,0.0,,
6460,7,40351,613.7,379,195,2,929,929,9249,1499,1338,0.661,0.0,,
6470,7,40352,614.7,379,195,2,929,929,9247,1497,1338,0.661,0.0,,
6480,7,40352,615.8,379,195,2,929,929,9246,1496,1338,0.661,0.0,,
6490,7,40352,616.8,379,195,2,929,929,9244,1494,1338,0.661,0.0,,
6500,7,40353,617.9,379,195,2,929,929,9242,1492,1338,0.661,0.0,,
6510,7,40353,618.9,379,195,2,929,929,9240,1490,1338,0.661,0.0,,
6520,7,40353,620.0,379,195,2,929,929,9238,1488,1338,0.661,0.0,,
6530,7,40354,621.1,379,195,2,929,928,9236,1486,1338,0.661,0.0,,
6540,7,40354,622.1,379,195,2,929,928,9234,1484,1338,0.661,0.0,,
6550,7,40354,623.2,379,195,2,929,928,9233,1483,1338,0.661,0.0,,
6560,7,40355,624.2,379,195,2,929,928,9231,1481,1338,0.661,0.0,,
6570,7,40355,625.3,379,195,2,929,928,9229,1479,1338,0.661,0.0,,
6580,7,40355,626.3,379,195,2,929,928,9227,1477,1338,0.661,0.0,,
6590,7,40356,627.4,379,195,2,929,928,9225,1475,1338,0.661,0.0,,
6600,7,40356,628.4,379,195,2,929,928,9223,1473,1338,0.661,0.0,,
6610,7,40356,629.5,379,195,2,929,928,9221,1471,1338,0.661,0.0,,
6620,7,40357,630.5,379,195,2,929,928,9220,1470,1338,0.661,0.0,,
6630,7,40357,631.6,379,195,2,929,928,9218,1468,1338,0.661,0.0,,
6640,7,40357,632.6,379,195,2,929,928,9216,1466,1338,0.661,0.0,,
6650,7,40358,633.7,379,195,2,929,928,9214,1464,1338,0.661,0.0,,
6660,7,40358,634.7,379,195,2,929,928,9212,1462,1338,0.661,0.0,,
6670,7,40358,635.8,379,195,2,929,928,9210,1460,1338,0.661,0.0,,
6680,7,40359,636.9,379,195,2,929,928,9208,1458,1338,0.661,0.0,,
6690,7,40359,637.9,379,195,2,929,928,9207,1457,1338,0.661,0.0,,
6700,7,40359,639.0,379,195,2,929,928,9205,1455,1338,0.661,0.0,,
6710,7,40359,640.0,379,195,2,929,928,9203,1453,1338,0.661,0.0,,
6720,7,40360,641.1,379,195,2,929,928,9201,1451,1338,0.661,0.0,,
6730,7,40360,642.1,379,195,2,929,928,9199,1449,1338,0.661,0.0,,
6740,7,40360,643.2,379,195,2,929,928,9197,1447,1338,0.661,0.0,,
6750,7,40361,644.2,379,195,2,929,928,9195,1445,1338,0.662,0.0,,
6760,7,40361,645.3,379,195,2,929,928,9194,1444,1338,0.662,0.0,,
6770,7,40361,646.3,379,195,2,929,928,9192,1442,1338,0.662,0.0,,
6780,7,40362,647.4,379,195,2,929,928,9190,1440,1338,0.662,0.0,,
6790,7,40362,648.4,379,195,2,929,928,9188,1438,1338,0.662,0.0,,
6800,7,40362,649.5,379,195,2,929,928,9186,1436,1338,0.662,0.0,,
6810,7,40363,650.6,379,195,2,929,928,9184,1434,1338,0.662,0.0,,
6820,7,40363,651.6,380,195,2,929,928,9182,1432,1338,0.662,0.0,,
6830,7,40363,652.7,380,195,2,929,928,9181,1431,1338,0.662,0.0,,
6840,7,40364,653.7,380,195,2,929,928,9179,1429,1338,0.662,0.0,,
6850,7,40364,654.8,380,195,2,929,928,9177,1427,1338,0.662,0.0,,
6860,7,40364,655.8,380,195,2,929,928,9175,1425,1338,0.662,0.0,,
6870,7,40365,656.9,380,195,2,929,928,9173,1423,1338,0.662,0.0,,
6880,7,40365,657.9,380,195,2,929,928,9171,1421,1338,0.662,0.0,,
6890,7,40365,659.0,380,195,2,929,928,9169,1419,1338,0.662,0.0,,
6900,7,40366,660.0,380,195,2,929,928,9168,1418,1338,0.662,0.0,,
6910,7,40366,661.1,380,195,2,929,928,9166,1416,1338,0.662,0.0,,
6920,7,40366,662.2,380,195,2,929,928,9164,1414,1337,0.662,0.0,,
6930,7,40366,663.2,380,195,2,929,928,9162,1412,1337,0.662,0.0,,
6940,7,40367,664.3,380,195,2,929,928,9160,1410,1337,0.662,0.0,,
6950,7,40367,665.3,380,195,2,929,928,9158,1408,1337,0.662,0.0,,
6960,7,40367,666.4,380,195,2,929,928,9156,1406,1337,0.662,0.0,,
6970,7,40368,667.4,380,195,2,929,928,9155,1405,1337,0.662,0.0,,
6980,7,40368,668.5,380,195,2,929,928,9153,1403,1337,0.662,0.0,,
6990,7,40368,669.5,380,195,2,929,928,9151,1401,1337,0.662,0.0,,
7000,7,40369,670.6,380,195,2,929,928,9149,1399,1337,0.662,0.0,,
7010,7,40369,671.6,380,195,2,929,928,9147,1397,1337,0.662,0.0,,
7020,7,40369,672.7,380,195,2,929,928,9145,1395,1337,0.662,0.0,,
7030,7,40370,673.8,380,195,2,929,928,9143,1393,1337,0.662,0.0,,
7040,7,40370,674.8,380,195,2,929,928,9142,1392,1337,0.662,0.0,,
7050,7,40370,675.9,380,195,2,929,928,9140,1390,1337,0.662,0.0,,
7060,7,40371,676.9,380,195,2,929,928,9138,1388,1337,0.662,0.0,,
7070,7,40371,678.0,380,195,2,929,928,9136,1386,1337,0.662,0.0,,
7080,7,40371,679.0,380,195,2,929,928,9134,1384,1337,0.662,0.0,,
7090,7,40372,680.1,380,195,2,929,928,9132,1382,1337,0.662,0.0,,
7100,7,40372,681.1,380,195,2,929,928,9130,1380,1337,0.662,0.0,,
7110,7,40372,682.2,380,195,2,929,928,9129,1379,1337,0.663,0.0,,
7120,7,40373,683.3,380,195,2,929,928,9127,1377,1337,0.663,0.0,,
7130,7,40373,684.3,380,195,2,929,928,9125,1375,1337,0.663,0.0,,
7140,7,40373,685.4,380,195,2,929,928,9123,1373,1337,0.663,0.0,,
7150,7,40373,686.4,380,195,2,929,928,9121,1371,1337,0.663,0.0,,
7160,7,40374,687.5,380,195,2,929,928,9119,1369,1337,0.663,0.0,,
7170,7,40374,688.5,380,195,2,929,928,9117,1367,1337,0.663,0.0,,
7180,7,40374,689.6,380,195,2,929,928,9116,1366,1337,0.663,0.0,,
7190,7,40375,690.6,380,195,2,928,928,9114,1364,1337,0.663,0.0,,
7200,7,40375,691.7,380,195,2,928,928,9112,1362,1337,0.663,0.0,,
7210,7,40375,692.8,380,195,2,928,928,9110,1360,1337,0.663,0.0,,
7220,7,40376,693.8,380,195,2,928,928,9108,1358,1337,0.663,0.0,,
7230,7,40376,694.9,380,195,2,928,928,9106,1356,1337,0.663,0.0,,
7240,7,40376,695.9,380,195,2,928,928,9104,1354,1337,0.663,0.0,,
7250,7,40377,697.0,380,195,2,928,928,9103,1353,1337,0.663,0.0,,
7260,7,40377,698.0,380,195,2,928,928,9101,1351,1337,0.663,0.0,,
7270,7,40377,699.1,380,195,2,928,928,9099,1349,1337,0.663,0.0,,
7280,7,40378,700.1,380,195,2,928,928,9097,1347,1337,0.663,0.0,,
7290,7,40378,701.2,380,195,2,928,928,9095,1345,1337,0.663,0.0,,
7300,7,40378,702.3,380,195,2,928,928,9093,1343,1337,0.663,0.0,,
7310,7,40378,703.3,380,195,2,928,928,9091,1341,1337,0.663,0.0,,
7320,7,40379,704.4,380,195,2,928,928,9090,1340,1337,0.663,0.0,,
7330,7,40379,705.4,380,195,2,928,928,9088,1338,1337,0.663,0.0,,
7340,7,40379,706.5,380,195,2,928,928,9086,1336,1337,0.663,0.0,,
7350,7,40380,707.5,380,195,2,928,928,9084,1334,1337,0.663,0.0,,
7360,7,40380,708.6,380,195,2,928,928,9082,1332,1337,0.663,0.0,,
7370,7,40380,709.7,380,195,2,928,928,9080,1330,1337,0.663,0.0,,
7380,7,40381,710.7,380,195,2,928,928,9078,1328,1337,0.663,0.0,,
7390,7,40381,711.8,380,195,2,928,928,9077,1327,1337,0.663,0.0,,
7400,7,40381,712.8,380,195,2,928,927,9075,1325,1337,0.663,0.0,,
7410,7,40382,713.9,380,195,2,928,927,9073,1323,1337,0.663,0.0,,
7420,7,40382,714.9,380,195,2,928,927,9071,1321,1337,0.663,0.0,,
7430,7,40382,716.0,380,195,2,928,927,9069,1319,1337,0.663,0.0,,
7440,7,40383,717.1,380,195,2,928,927,9067,1317,1337,0.663,0.0,,
7450,7,40383,718.1,381,195,2,928,927,9065,1315,1337,0.663,0.0,,
7460,7,40383,719.2,381,195,2,928,927,9064,1314,1337,0.663,0.0,,
7470,7,40383,720.2,381,195,2,928,927,9062,1312,1337,0.663,0.0,,
7480,7,40384,721.3,381,195,2,928,927,9060,1310,1337,0.664,0.0,,
7490,7,40384,722.3,381,195,2,928,927,9058,1308,1337,0.664,0.0,,
7500,7,40384,723.4,381,195,2,928,927,9056,1306,1336,0.664,0.0,,
7510,7,40385,724.5,381,195,2,928,927,9054,1304,1336,0.664,0.0,,
7520,7,40385,725.5,381,195,2,928,927,9052,1302,1336,0.664,0.0,,
7530,7,40385,726.6,381,195,2,928,927,9051,1301,1336,0.664,0.0,,
7540,7,40386,727.6,381,195,2,928,927,9049,1299,1336,0.664,0.0,,
7550,7,40386,728.7,381,195,2,928,927,9047,1297,1336,0.664,0.0,,
7560,7,40386,729.7,381,195,2,928,927,9045,1295,1336,0.664,0.0,,
7570,7,40387,730.8,381,195,2,928,927,9043,1293,1336,0.664,0.0,,
7580,7,40387,731.9,381,195,2,928,927,9041,1291,1336,0.664,0.0,,
7590,7,40387,732.9,381,195,2,928,927,9039,1289,1336,0.664,0.0,,
7600,7,40388,734.0,381,195,2,928,927,9038,1288,1336,0.664,0.0,,
7610,7,40388,735.0,381,195,2,928,927,9036,1286,1336,0.664,0.0,,
7620,7,40388,736.1,381,195,2,928,927,9034,1284,1336,0.664,0.0,,
7630,7,40388,737.1,381,195,2,928,927,9032,1282,1336,0.664,0.0,,
7640,7,40389,738.2,381,195,2,928,927,9030,1280,1336,0.664,0.0,,
7650,7,40389,739.3,381,195,2,928,927,9028,1278,1336,0.664,0.0,,
7660,7,40389,740.3,381,196,2,928,927,9026,1276,1336,0.664,0.0,,
7670,7,40390,741.4,381,196,2,928,927,9025,1275,1336,0.664,0.0,,
7680,7,40390,742.4,381,196,2,928,927,9023,1273,1336,0.664,0.0,,
7690,7,40390,743.5,381,196,2,928,927,9021,1271,1336,0.664,0.0,,
7700,7,40391,744.5,381,196,2,928,927,9019,1269,1336,0.664,0.0,,
7710,7,40391,745.6,381,196,2,928,927,9017,1267,1336,0.664,0.0,,
7720,7,40391,746.7,381,196,2,928,927,9015,1265,1336,0.664,0.0,,
7730,7,40392,747.7,381,196,2,928,927,9013,1263,1336,0.664,0.0,,
7740,7,40392,748.8,381,196,2,928,927,9012,1262,1336,0.664,0.0,,
7750,7,40392,749.8,381,196,2,928,927,9010,1260,1336,0.664,0.0,,
7760,7,40392,750.9,381,196,2,928,927,9008,1258,1336,0.664,0.0,,
7770,7,40393,752.0,381,196,2,928,927,9006,1256,1336,0.664,0.0,,
7780,7,40393,753.0,381,196,2,928,927,9004,1254,1336,0.664,0.0,,
7790,7,40393,754.1,381,196,2,928,927,9002,1252,1336,0.664,0.0,,
7800,7,40394,755.1,381,196,2,928,927,9000,1250,1336,0.664,0.0,,
7810,7,40394,756.2,381,196,2,928,927,8999,1249,1336,0.664,0.0,,
7820,7,40394,757.2,381,196,2,928,927,8997,1247,1336,0.664,0.0,,
7830,7,40395,758.3,381,196,2,928,927,8995,1245,1336,0.664,0.0,,
7840,7,40395,759.4,381,196,2,928,927,8993,1243,1336,0.664,0.0,,
7850,7,40395,760.4,381,196,2,928,927,8991,1241,1336,0.665,0.0,,
7860,7,40396,761.5,381,196,2,928,927,8989,1239,1336,0.665,0.0,,
7870,7,40396,762.5,381,196,2,928,927,8987,1237,1336,0.665,0.0,,
7880,7,40396,763.6,381,196,2,928,927,8986,1236,1336,0.665,0.0,,
7890,7,40396,764.7,381,196,2,928,927,8984,1234,1336,0.665,0.0,,
7900,7,40397,765.7,381,196,2,928,927,8982,1232,1336,0.665,0.0,,
7910,7,40397,766.8,381,196,2,928,927,8980,1230,1336,0.665,0.0,,
7920,7,40397,767.8,381,196,2,928,927,8978,1228,1336,0.665,0.0,,
7930,7,40398,768.9,381,196,2,928,927,8976,1226,1336,0.665,0.0,,
7940,7,40398,770.0,381,196,2,928,927,8974,1224,1336,0.665,0.0,,
7950,7,40398,771.0,381,196,2,928,927,8973,1223,1336,0.665,0.0,,
7960,7,40399,772.1,381,196,2,928,927,8971,1221,1336,0.665,0.0,,
7970,7,40399,773.1,381,196,2,928,927,8969,1219,1336,0.665,0.0,,
7980,7,40399,774.2,381,196,2,928,927,8967,1217,1336,0.665,0.0,,
7990,7,40399,775.3,381,196,2,928,927,8965,1215,1336,0.665,0.0,,
8000,7,40400,776.3,381,196,2,928,927,8963,1213,1336,0.665,0.0,,
8010,7,40400,777.4,381,196,2,928,927,8961,1211,1336,0.665,0.0,,
8020,7,40400,778.4,381,196,2,928,927,8960,1210,1336,0.665,0.0,,
8030,7,40401,779.5,381,196,2,928,927,8958,1208,1336,0.665,0.0,,
8040,7,40401,780.5,381,196,2,927,927,8956,1206,1336,0.665,0.0,,
8050,7,40401,781.6,381,196,2,927,927,8954,1204,1336,0.665,0.0,,
8060,7,40402,782.7,381,196,2,927,927,8952,1202,1336,0.665,0.0,,
8070,7,40402,783.7,381,196,2,927,927,8950,1200,1336,0.665,0.0,,
8080,7,40402,784.8,381,196,2,927,927,8948,1198,1336,0.665,0.0,,
8090,7,40403,785.8,381,196,2,927,927,8947,1197,1336,0.665,0.0,,
8100,7,40403,786.9,382,196,2,927,927,8945,1195,1336,0.665,0.0,,
8110,7,40403,788.0,382,196,2,927,927,8943,1193,1335,0.665,0.0,,
8120,7,40403,789.0,382,196,2,927,927,8941,1191,1335,0.665,0.0,,
8130,7,40404,790.1,382,196,2,927,927,8939,1189,1335,0.665,0.0,,
8140,7,40404,791.1,382,196,2,927,927,8937,1187,1335,0.665,0.0,,
8150,7,40404,792.2,382,196,2,927,927,8935,1185,1335,0.665,0.0,,
8160,7,40405,793.3,382,196,2,927,927,8934,1184,1335,0.665,0.0,,
8170,7,40405,794.3,382,196,2,927,927,8932,1182,1335,0.665,0.0,,
8180,7,40405,795.4,382,196,2,927,927,8930,1180,1335,0.665,0.0,,
8190,7,40406,796.4,382,196,2,927,927,8928,1178,1335,0.665,0.0,,
8200,7,40406,797.5,382,196,2,927,927,8926,1176,1335,0.665,0.0,,
8210,7,40406,798.6,382,196,2,927,927,8924,1174,1335,0.665,0.0,,
8220,7,40406,799.6,382,196,2,927,927,8923,1173,1335,0.666,0.0,,
8230,7,40407,800.7,382,196,2,927,927,8921,1171,1335,0.666,0.0,,
8240,7,40407,801.7,382,196,2,927,927,8919,1169,1335,0.666,0.0,,
8250,7,40407,802.8,382,196,2,927,927,8917,1167,1335,0.666,0.0,,
8260,7,40408,803.9,382,196,2,927,927,8915,1165,1335,0.666,0.0,,
8270,7,40408,804.9,382,196,2,927,927,8913,1163,1335,0.666,0.0,,
8280,7,40408,806.0,382,196,2,927,927,8911,1161,1335,0.666,0.0,,
8290,7,40409,807.0,382,196,2,927,927,8910,1160,1335,0.666,0.0,,
8300,7,40409,808.1,382,196,2,927,927,8908,1158,1335,0.666,0.0,,
8310,7,40409,809.2,382,196,2,927,926,8906,1156,1335,0.666,0.0,,
8320,7,40410,810.2,382,196,2,927,926,8904,1154,1335,0.666,0.0,,
8330,7,40410,811.3,382,196,2,927,926,8902,1152,1335,0.666,0.0,,
8340,7,40410,812.4,382,196,2,927,926,8900,1150,1335,0.666,0.0,,
8350,7,40410,813.4,382,196,2,927,926,8898,1148,1335,0.666,0.0,,
8360,7,40411,814.5,382,196,2,927,926,8897,1147,1335,0.666,0.0,,
8370,7,40411,815.5,382,196,2,927,926,8895,1145,1335,0.666,0.0,,
8380,7,40411,816.6,382,196,2,927,926,8893,1143,1335,0.666,0.0,,
8390,7,40412,817.7,382,196,2,927,926,8891,1141,1335,0.666,0.0,,
8400,7,40412,818.7,382,196,2,927,926,8889,1139,1335,0.666,0.0,,
8410,7,40412,819.8,382,196,2,927,926,8887,1137,1335,0.666,0.0,,
8420,7,40413,820.8,382,196,2,927,926,8885,1135,1335,0.666,0.0,,
8430,7,40413,821.9,382,196,2,927,926,8884,1134,1335,0.666,0.0,,
8440,7,40413,823.0,382,196,2,927,926,8882,1132,1335,0.666,0.0,,
8450,7,40413,824.0,382,196,2,927,926,8880,1130,1335,0.666,0.0,,
8460,7,40414,825.1,382,196,2,927,926,8878,1128,1335,0.666,0.0,,
8470,7,40414,826.1,382,196,2,927,926,8876,1126,1335,0.666,0.0,,
8480,7,40414,827.2,382,196,2,927,926,8874,1124,1335,0.666,0.0,,
8490,7,40415,828.3,382,196,2,927,926,8872,1122,1335,0.666,0.0,,
8500,7,40415,829.3,382,196,2,927,926,8871,1121,1335,0.666,0.0,,
8510,7,40415,830.4,382,196,2,927,926,8869,1119,1335,0.666,0.0,,
8520,7,40416,831.5,382,196,2,927,926,8867,1117,1335,0.666,0.0,,
8530,7,40416,832.5,382,196,2,927,926,8865,1115,1335,0.666,0.0,,
8540,7,40416,833.6,382,196,2,927,926,8863,1113,1335,0.666,0.0,,
8550,7,40416,834.6,382,196,2,927,926,8861,1111,1335,0.666,0.0,,
8560,7,40417,835.7,382,196,2,927,926,8859,1109,1335,0.666,0.0,,
8570,7,40417,836.8,382,196,2,927,926,8858,1108,1335,0.666,0.0,,
8580,7,40417,837.8,382,196,2,927,926,8856,1106,1335,0.666,0.0,,
8585,8,40251,838.4,382,196,-2000,155,926,8856,1106,112,0.666,-8.7,,
8590,8,40084,838.9,382,197,-2000,155,926,8855,1105,112,0.667,-8.7,,
8595,8,39917,839.4,382,198,-2000,161,932,8855,1105,116,0.667,-8.7,,
8600,8,39751,839.9,383,199,-2000,167,938,8855,1105,120,0.667,-8.7,,
8605,8,39584,840.5,383,200,-2000,173,943,8855,1105,125,0.667,-8.7,,
8610,8,39417,841.0,383,200,-2000,179,949,8855,1105,129,0.668,-8.7,,
8615,8,39251,841.5,383,201,-2000,186,955,8855,1105,134,0.668,-8.7,,
8620,8,39084,842.1,383,202,-2000,193,962,8854,1104,139,0.668,-8.7,,
8625,8,38917,842.6,383,203,-2000,200,968,8854,1104,144,0.669,-8.7,,
8630,8,38751,843.1,384,204,-2000,207,975,8854,1104,149,0.669,-8.7,,
8635,8,38584,843.7,384,205,-2000,214,981,8854,1104,154,0.669,-8.7,,
8640,8,38417,844.2,384,206,-2000,221,988,8854,1104,159,0.67,-8.7,,
8645,8,38251,844.7,384,207,-2000,229,995,8853,1103,165,0.67,-8.7,,
8650,8,38084,845.3,385,208,-2000,236,1002,8853,1103,170,0.671,-8.7,,
8655,8,37917,845.8,385,209,-2000,244,1010,8853,1103,176,0.671,-8.7,,
8660,8,37751,846.3,385,210,-2000,252,1017,8853,1103,181,0.672,-8.7,,
8665,8,37584,846.9,386,211,-2000,260,1024,8852,1102,187,0.672,-8.7,,
8670,8,37417,847.4,386,212,-2000,268,1032,8852,1102,193,0.673,-8.7,,
8675,8,37251,848.0,386,213,-2000,276,1039,8852,1102,199,0.673,-8.7,,
8680,8,37084,848.5,386,214,-2000,284,1047,8852,1102,205,0.674,-8.6,,
8685,8,36917,849.0,387,215,-2000,293,1055,8851,1101,211,0.674,-8.6,,
8690,8,36751,849.6,387,216,-2000,301,1063,8851,1101,217,0.675,-8.6,,
8695,8,36584,850.1,387,217,-2000,310,1071,8851,1101,223,0.675,-8.6,,
8700,8,36417,850.6,387,218,-2000,318,1079,8850,1100,229,0.675,-8.6,,
8705,8,36251,851.2,388,219,-2000,327,1087,8850,1100,236,0.676,-8.6,,
8710,8,36084,851.7,388,220,-2000,336,1095,8850,1100,242,0.676,-8.6,,
8715,8,35917,852.3,388,221,-2000,345,1104,8849,1099,248,0.677,-8.6,,
8720,8,35751,852.8,388,221,-2000,352,1111,8849,1099,254,0.677,-8.6,,
8725,8,35584,853.3,389,222,-2000,360,1118,8849,1099,259,0.677,-8.6,,
8730,8,35417,853.9,389,223,-2000,367,1125,8848,1098,264,0.677,-8.6,,
8735,8,35251,854.4,389,224,-2000,375,1132,8848,1098,270,0.677,-8.6,,
8740,8,35084,855.0,389,225,-2000,383,1139,8847,1097,276,0.677,-8.6,,
8745,8,34917,855.5,390,226,-2000,391,1146,8847,1097,281,0.676,-8.6,,
8750,8,34751,856.0,390,227,-2000,399,1154,8847,1097,287,0.676,-8.6,,
8755,8,34584,856.6,390,227,-2000,407,1161,8846,1096,293,0.676,-8.6,,
8760,8,34417,857.1,391,228,-2000,415,1169,8846,1096,299,0.676,-8.6,,
8765,8,34251,857.7,391,229,-2000,423,1176,8845,1095,304,0.676,-8.5,,
8770,8,34084,858.2,391,230,-2000,431,1184,8845,1095,310,0.676,-8.5,,
8775,8,33917,858.8,391,231,-2000,439,1192,8845,1095,316,0.676,-8.5,,
8780,8,33751,859.3,392,232,-2000,448,1199,8844,1094,322,0.676,-8.5,,
8785,8,33584,859.8,392,233,-2000,456,1207,8844,1094,329,0.676,-8.5,,
8790,8,33417,860.4,392,234,-2000,465,1215,8843,1093,335,0.676,-8.5,,
8795,8,33251,860.9,393,234,-2000,473,1223,8843,1093,341,0.676,-8.5,,
8800,8,33084,861.5,393,235,-2000,482,1231,8842,1092,347,0.676,-8.5,,
8805,8,32917,862.0,393,236,-2000,490,1239,8842,1092,353,0.676,-8.5,,
8810,8,32751,862.6,393,237,-2000,499,1247,8841,1091,359,0.676,-8.5,,
8815,8,32584,863.1,394,238,-2000,508,1255,8841,1091,365,0.676,-8.5,,
8820,8,32417,863.7,394,239,-2000,516,1263,8840,1090,372,0.676,-8.5,,
8825,8,32251,864.2,394,240,-2000,525,1272,8840,1090,378,0.676,-8.5,,
8830,8,32084,864.8,394,241,-2000,534,1280,8839,1089,384,0.676,-8.5,,
8835,8,31917,865.3,395,241,-2000,542,1288,8839,1089,390,0.676,-8.5,,
8840,8,31751,865.9,395,242,-2000,551,1296,8838,1088,397,0.676,-8.5,,
8845,8,31584,866.4,395,243,-2000,560,1304,8837,1087,403,0.676,-8.5,,
8850,8,31417,867.0,395,244,-2000,568,1313,8837,1087,409,0.675,-8.5,,
8855,8,31251,867.5,396,245,-2000,577,1321,8836,1086,415,0.675,-8.4,,
8860,8,31084,868.1,396,246,-2000,586,1329,8836,1086,422,0.675,-8.4,,
8865,8,30917,868.6,396,247,-2000,594,1337,8835,1085,428,0.675,-8.4,,
8870,8,30751,869.2,396,247,-2000,603,1346,8835,1085,434,0.675,-8.4,,
8875,8,30584,869.7,396,248,-2000,612,1354,8834,1084,440,0.675,-8.4,,
8880,8,30417,870.3,396,249,-2000,620,1362,8833,1083,447,0.674,-8.4,,
8885,8,30251,870.8,397,250,-2000,629,1371,8833,1083,453,0.674,-8.4,,
8890,8,30084,871.4,397,251,-2000,638,1379,8832,1082,459,0.674,-8.4,,
8895,8,29917,871.9,397,252,-2000,646,1387,8831,1081,465,0.674,-8.4,,
8900,8,29751,872.5,397,252,-2000,655,1396,8831,1081,472,0.673,-8.4,,
8905,8,29584,873.0,397,253,-2000,664,1404,8830,1080,478,0.673,-8.4,,
8910,8,29417,873.6,397,254,-2000,672,1412,8829,1079,484,0.673,-8.4,,
8915,8,29251,874.1,397,255,-2000,681,1421,8829,1079,490,0.673,-8.4,,
8920,8,29084,874.7,397,256,-2000,689,1429,8828,1078,496,0.672,-8.4,,
8925,8,28917,875.2,398,256,-2000,698,1437,8827,1077,502,0.672,-8.4,,
8930,8,28751,875.8,398,257,-2000,706,1445,8827,1077,508,0.672,-8.4,,
8935,8,28584,876.3,398,258,-2000,715,1454,8826,1076,515,0.671,-8.4,,
8940,8,28417,876.9,398,259,-2000,723,1462,8825,1075,521,0.671,-8.4,,
8945,8,28251,877.4,398,260,-2000,731,1470,8824,1074,527,0.67,-8.4,,
8950,8,28084,878.0,398,260,-2000,740,1478,8824,1074,533,0.67,-8.4,,
8955,9,27917,878.5,395,260,-2000,739,1482,8823,1073,533,0.665,-8.5,,
8960,9,27751,879.1,394,260,-2000,738,1482,8822,1072,532,0.663,-8.5,,
8965,9,27584,879.6,393,260,-2000,736,1483,8822,1072,530,0.661,-8.5,,
8970,9,27417,880.2,392,260,-2000,734,1483,8821,1071,529,0.658,-8.5,,
8975,9,27251,880.7,391,260,-2000,733,1483,8820,1070,528,0.656,-8.5,,
8980,9,27084,881.3,390,260,-2000,731,1483,8819,1069,527,0.654,-8.6,,
8985,9,26917,881.8,389,260,-2000,729,1484,8819,1069,526,0.652,-8.6,,
8990,9,26751,882.3,388,260,-2000,728,1484,8818,1068,524,0.65,-8.6,,
8995,9,26584,882.9,387,260,-2000,726,1484,8817,1067,523,0.648,-8.6,,
9000,9,26417,883.4,386,260,-2000,724,1485,8816,1066,522,0.645,-8.7,,
9005,9,26251,883.9,385,260,-2000,723,1485,8816,1066,521,0.643,-8.7,,
